Index 	On or around	Voluntary Dismissal	Litigation Name	Ticker	Filing Date	Docket	Class Start Date	Class End Date	SIC Code	Sector	Industry	Headquarter	Jurisdiction	Circuit	Court	Judge	Exchange	Market Status	Case Status	Settlement Amount
103431			MBNA Corporation	KRB	05/05/2005	05-CV-00272	01/20/2005	04/21/2005	6021	Financial	Regional Banks	United States	United States	3rd	D. Delaware	Hon. Gregory M. Sleet	New York SE	Public (Listed)	CASE SETTLED	25000000
103433			"FindWhat.com (n/k/a MIVA, Inc.)"	FWHT	05/06/2005	05-CV-00201	01/05/2004	05/04/2005	7389	Technology	Computer Services	United States	United States	11th	M.D. Florida	Hon. John E. Steele	NASDAQ	Public (Listed)	CASE DISMISSED	0
103434			The Coca-Cola Company	KO	05/09/2005	05-CV-01226	01/30/2003	09/15/2004	2086	Consumer Non-Cyclical	Beverages (Non-Alcoholic)	United States	United States	11th	N.D. Georgia	Hon. J. Owen Forrester	New York SE	Public (Listed)	CASE DISMISSED	0
103435			"Friedman, Billings, Ramsey Group, Inc."	FBR	05/11/2005	05-CV-04617	01/29/2003	04/25/2005		Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Richard J. Holwell	New York SE	Public (Listed)	CASE DISMISSED	0
103436			Molson Coors Brewing Company	TAP	05/13/2005	05-CV-294	07/22/2004	04/27/2005	2082	Consumer Non-Cyclical	Beverages (Alcoholic)	Canada	United States	3rd	D. Delaware	Hon. Kent A. Jordan	New York SE	Public (Listed)	CASE SETTLED	6000000
103439			"Gravity Co., Ltd."	GRVY	05/18/2005	05-CV-04804	02/07/2005	05/12/2005	7371	Technology	Software & Programming	Korea	Korea	2nd	S.D. New York	Hon. Loretta A. Preska	NASDAQ	Public (Listed)	CASE SETTLED	10000000
103438			"Harley-Davidson, Inc."	HDI	05/18/2005	05-CV-00547	01/21/2004	04/14/2005	3751	Consumer Cyclical	Recreational Products	United States	United States	7th	E.D. Wisconsin	"Hon. Charles N. Clevert, Jr."	New York SE	Public (Listed)	CASE DISMISSED	0
103437			"Willbros Group, Inc."	WG	05/18/2005	05-CV-01778	05/06/2002	05/16/2005	1389	Energy	Oil Well Services & Equipment	Panama		5th	S.D. Texas	Hon. Keith P. Ellison	New York SE	Public (Listed)	CASE SETTLED	10500000
103440			"Brocade Communication Systems, Inc."	BRCD	05/19/2005	05-CV-02042	02/21/2001	05/15/2005	3576	Technology	Computer Storage Devices	United States	United States	9th	N.D. California	Hon. Charles R. Breyer	NASDAQ	Public (Listed)	CASE SETTLED	160098500
103442			"Corn Products International, Inc."	CPO	05/20/2005	05-CV-03033	01/25/2005	04/04/2005	2030	Consumer Non-Cyclical	Food Processing	United States	United States	7th	N.D. Illinois	Hon. James B. Zagel	New York SE	Public (Listed)	CASE SETTLED	6600000
103444			"Able Laboratories, Inc."	ABRX	05/23/2005	05-CV-02681	10/31/2002	05/18/2005	2835	Healthcare	Biotechnology & Drugs	United States	United States	3rd	D. New Jersey	Hon. Madeline C. Arleo	NASDAQ	Public (Listed)	CASE SETTLED	9500000
103443			"Cray, Inc."	CRAY	05/24/2005	05-CV-00943	07/31/2003	05/12/2005	3571	Technology	Computer Hardware	United States		9th	W.D. Washington	Hon. Thomas S. Zilly	NASDAQ	Public (Listed)	CASE DISMISSED	0
103445			"StockerYale, Inc."	STKR	05/25/2005	05-CV-00177	04/19/2004	11/09/2004	3827	Technology	Communications Equipment	United States	United States	1st	D. New Hampshire	Hon. James R. Muirhead	NASDAQ	Public (Listed)	CASE SETTLED	3400000
103447			"Tibco Software, Inc."	TIBX	05/25/2005	05-CV-02146	09/21/2004	03/01/2005	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Saundra Brown Armstrong	NASDAQ	Public (Listed)	CASE DISMISSED	0
103448			United American Healthcare Corporation	UAHC	05/27/2005	05-CV-72112	05/26/2000	04/22/2004	6411	Financial	Insurance (Accident & Health)	United States	United States	6th	E.D. Michigan	Hon. Lawrence Zatkoff	NASDAQ	Public (Listed)	CASE DISMISSED	0
103449			"DreamWorks Animation SKG, Inc."	DWA	06/01/2005	05-CV-3966	10/27/2004	05/10/2005	7812	Services	Motion Pictures	United States		9th	C.D. California	Hon. Ronald S.W. Lew	New York SE	Public (Listed)	CASE DISMISSED	0
103451			Carrier Access Corporation	CACS	06/02/2005	05-CV-1011	10/21/2003	05/20/2005	3661	Technology	Communications Equipment	United States		10th	D. Colorado	Hon. Lewis T. Babcock	NASDAQ	Public (Listed)	CASE SETTLED	7400000
103452			"Possis Medical, Inc."	POSS	06/03/2005	05-CV-1084	09/24/2002	08/24/2004	3842	Healthcare	Medical Equipment & Supplies	United States	United States	8th	D. Minnesota	Hon. James M. Rosenbaum	NASDAQ	Public (Listed)	CASE DISMISSED	0
103450			AuthentiDate Holding Corporation	ADAT	06/06/2005	05-CV-05323	09/29/2003	05/27/2005	7373	Technology	Software & Programming	United States	United States	2nd	S.D. New York	Hon. Laura Taylor Swain	NASDAQ	Public (Listed)	CASE SETTLED	1900000
103455			"Boston Communications Group, Inc."	BCGI	06/06/2005	05-CV-11165	11/15/2000	05/20/2005	4812	Technology	Communications Equipment	United States	United States	1st	D. Massachusetts	Hon. William G. Young	NASDAQ	Public (Listed)	CASE DISMISSED	0
103453			"OCA, Inc."	OCA	06/07/2005	05-CV-02165	05/18/2004	06/07/2005	8000	Healthcare	Healthcare Facilities	United States	United States	5th	E.D. Louisiana	Hon. Sarah S. Vance	New York SE	Public (Listed)	CASE SETTLED	6500000
103454			Newmont Mining Corporation	NEM	06/08/2005	05-CV-01046	07/28/2004	04/26/2005	1040	Basic Materials	Gold & Silver	United States		10th	D. Colorado	Hon. Marcia S. Krieger	New York SE	Public (Listed)	CASE SETTLED	15000000
103458			"DRDGOLD Limited (f/k/a Durban Roodepoort Deep, Limited)"	DROOY	06/13/2005	05-CV-05542	10/23/2003	02/24/2005	1040	Basic Materials	Gold & Silver	Republic of South Africa	Republic of South Africa	2nd	S.D. New York	Hon. Shirley Wohl Kram	NASDAQ	Public (Listed)	CASE DISMISSED	0
103460			Eastman Kodak Company	EK	06/13/2005	05-CV-05543	04/23/2003	09/25/2003	3861	Consumer Cyclical	Photography	United States		2nd	S.D. New York	Hon. Loretta A. Preska	New York SE	Public (Listed)	CASE DISMISSED	0
103461			"Magma Design Automation, Inc."	LAVA	06/13/2005	05-CV-02394	10/23/2002	04/12/2005	7372	Technology	Semiconductors	United States	United States	9th	N.D. California	Hon. Charles R. Breyer	NASDAQ	Public (Listed)	CASE SETTLED	13500000
103459			Navarre Corporation	NAVR	06/13/2005	05-CV-01151	07/23/2003	05/31/2005	5045	Technology	Computer Hardware	United States	United States	8th	D. Minnesota	Hon. Paul A. Magnuson	NASDAQ	Public (Listed)	CASE SETTLED	4000000
103462			Ditech Communications Corporation	DITC	06/14/2005	05-CV-02406	08/25/2004	05/26/2005	3661	Technology	Communications Equipment	United States	United States	9th	N.D. California	Hon. Jeffrey S. White	NASDAQ	Public (Listed)	CASE DISMISSED	0
103463			Exide Technologies	XIDE	06/15/2005	05-CV-03098	11/16/2004	05/17/2005	3690	Technology	Electronic Instruments & Controls	United States	United States	3rd	D. New Jersey	Hon. John J. Hughes	NASDAQ	Public (Listed)	CASE SETTLED	13700000
103465			"Pathmark Stores, Inc."	PTMK	06/15/2005	05-CV-0403	05/06/2005	06/09/2005	5411	Services	Retail (Grocery)	United States		3rd	D. Delaware	Hon. Joseph J. Farnan Jr.	NASDAQ	Public (Listed)	CASE DISMISSED	0
103464			Lazard Ltd.	LAZ	06/16/2005	05-CV-05630	05/04/2005	05/12/2005	6199	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Victor Marrero	New York SE	Public (Listed)	CASE DISMISSED	0
103466			"PEMSTAR, Inc."	PMTR	06/16/2005	05-CV-1182	01/29/2003	01/24/2005	3672	Technology	Electronic Instruments & Controls	United States		8th	D. Minnesota	Hon. James M Rosenbaum	NASDAQ	Public (Listed)	CASE SETTLED	2875000
103467			"Cyberonics, Inc."	CYBX	06/17/2005	05-CV-02121	06/15/2004	10/01/2004	3845	Healthcare	Medical Equipment & Supplies	United States		5th	S.D. Texas	Hon. Sim Lake	NASDAQ	Public (Listed)	CASE DISMISSED	0
103468			"ConAgra Foods, Inc."	CAG	06/21/2005	05-CV-00292	09/18/2003	06/07/2005	2000	Consumer Non-Cyclical	Food Processing	United States		8th	D. Nebraska	Hon. Joseph F. Bataillon	New York SE	Public (Listed)	CASE DISMISSED	0
103469			Hilb Rogal & Hobbs Co.	HRH	06/23/2005	05-CV-00735	02/14/2002	05/26/2005	6411	Financial	Insurance (Prop. & Casualty)	United States	United States	4th	E.D. Virginia	Hon. Gerald Bruce Lee	New York SE	Public (Listed)	CASE DISMISSED	0
103470			Guidant Corporation	GDT	06/24/2005	05-CV-00951	12/15/2004	06/17/2005	3841	Healthcare	Medical Equipment & Supplies	United States	United States	7th	S.D. Indiana	Hon. John Daniel Tinder	New York SE	Public (Listed)	CASE DISMISSED	0
103473			Maytag Corporation	MYG	07/05/2005	05-CV-00388	03/07/2005	04/21/2005	3630	Consumer Cyclical	Appliance & Tool	United States		8th	S.D. Iowa	Hon. Robert W. Pratt	New York SE	Public (Listed)	CASE DISMISSED	0
103474			International Business Machines Corporation (IBM)	IBM	07/08/2005	05-CV-06279	04/05/2005	04/15/2005	3570	Technology	Computer Hardware	United States	United States	2nd	S.D. New York	Hon. Alvin K. Hellerstein	New York SE	Public (Listed)	CASE SETTLED	20000000
103475			"StarTek, Inc."	SRT	07/08/2005	05-CV-1265	02/26/2003	05/05/2005	7389	Services	Business Services	United States	United States	10th	D. Colorado	Hon. Phillip S. Figa	New York SE	Public (Listed)	CASE SETTLED	7500000
103476			"Trex Company, Inc."	TWP	07/08/2005	05-CV-00047	10/25/2004	06/22/2005	2400	Basic Materials	Forestry & Wood Products	United States	United States	4th	W.D. Virginia	Hon. Glen E. Conrad	New York SE	Public (Listed)	CASE DISMISSED	0
103477			Majesco Entertainment Company	COOL	07/15/2005	05-CV-3557	12/08/2004	07/12/2005	7372	Technology	Software & Programming	United States		3rd	D. New Jersey	Hon. Patty Shwartz	NASDAQ	Public (Listed)	CASE SETTLED	2500000
103478			Ramp Corporation	RCOCQ	07/19/2005	05-CV-06521	04/14/2004	05/20/2005	7370	Technology	Computer Services	United States	United States	2nd	S.D. New York	Hon. Denise L. Cote	American SE	Public (Listed)	CASE SETTLED	2075000
103481			"Molina Healthcare, Inc."	MOH	07/27/2005	05-CV-5460	11/03/2004	07/20/2005	6324	Financial	Insurance (Accident & Health)	United States	United States	9th	C.D. California	Hon. George P. Schiavelli	New York SE	Public (Listed)	CASE DISMISSED	0
103482			RenaissanceRe Holdings Ltd.	RNR	07/27/2005	05-CV-06764	01/24/2002	07/25/2005	6331	Financial	Insurance (Prop. & Casualty)	Bermuda	Bermuda	2nd	S.D. New York	Hon. William H. Pauley III	New York SE	Public (Listed)	CASE SETTLED	13500000
103483			"Avon Products, Inc."	AVP	07/29/2005	05-CV-06803	04/08/2005	07/18/2005	2844	Consumer Non-Cyclical	Personal & Household Products	United States		2nd	S.D. New York	Hon. Lewis A. Kaplan	New York SE	Public (Listed)	CASE DISMISSED	0
103484			UBS-AG : UBS Funds and UBS Tier I Funds		07/29/2005	05-CV-6817	05/01/2000	04/30/2005	6021	Financial	Money Center Banks	Switzerland	Switzerland	2nd	S.D. New York	Hon. Leonard B. Sand	Undetermined	Unknown	CASE DISMISSED	0
103504			"Mannatech, Inc."	MTEX	08/01/2005	05-CV-829	08/10/2004	05/08/2005	2833	Healthcare	Biotechnology & Drugs	United States	United States	10th	D. New Mexico	Hon. James A. Parker	NASDAQ	Public (Listed)	CASE SETTLED	11250000
103488			"Cogent Communications Group, Inc."	COI	08/03/2005	05-CV-01562	02/14/2005	06/07/2005	7372	Services	Communications Services	United States	United States	D.C.	D. District Columbia	Hon. Richard J. Leon	American SE	Public (Listed)	CASE DISMISSED	0
103487			"Prestige Brand Holdings, Inc."	PBH	08/03/2005	05-CV-06924	02/09/2005	07/28/2005	2834	Healthcare	Biotechnology & Drugs	United States	United States	2nd	S.D. New York	Hon. Charles L. Brieant	New York SE	Public (Listed)	CASE SETTLED	11000000
103489			Investors Financial Services Corporation	IFIN	08/04/2005	05-CV-11627	10/15/2003	07/15/2005	6282	Financial	Investment Services	United States	United States	1st	D. Massachusetts	Hon. Reginald C. Lindsay	NASDAQ	Public (Listed)	CASE DISMISSED	0
103494			"Custom Designed Compressor Systems, Inc."	CPYJ.PK	08/08/2005	05-CV-848	09/14/2004	10/22/2004		Technology	Electronic Instruments & Controls	United States	United States	10th	D. New Mexico	Hon. M. C. Armijo	Pink Sheets	Public (Listed)	CASE DISMISSED	0
103491			Host America Corporation	CAFE	08/08/2005	05-CV-01250	07/12/2005	07/22/2005	5812	Services	Restaurants	United States	United States	2nd	D. Connecticut	Hon. Janet Bond Arterton	NASDAQ	Public (Listed)	CASE SETTLED	3000000
103492			"Patterson Companies, Inc."	PDCO	08/09/2005	05-CV-01757	02/24/2005	05/25/2005	5047	Healthcare	Medical Equipment & Supplies	United States	United States	8th	D. Minnesota	Hon. David S. Doty	NASDAQ	Public (Listed)	CASE DISMISSED	0
103493			"Buca, Inc."	BUCA	08/10/2005	05-CV-1762	02/06/2001	03/11/2005	5812	Services	Restaurants	United States	United States	8th	D. Minnesota	Hon. Donovan W. Frank	NASDAQ	Public (Listed)	CASE SETTLED	1600000
103495			"Workstream, Inc."	WSTM	08/10/2005	05-CV-7092	01/14/2005	04/14/2005	7389	Services	Business Services	Canada	Canada	2nd	S.D. New York	Hon. Charles L. Brieant	NASDAQ	Public (Listed)	CASE SETTLED	3900000
103496			American Italian Pasta Company	PLB	08/12/2005	05-CV-00725	10/25/2000	08/09/2005	2090	Consumer Non-Cyclical	Food Processing	United States	United States	8th	W.D. Missouri	Hon. Ortrie D. Smith	New York SE	Public (Listed)	CASE SETTLED	28500000
103498			"Red Robin Gourmet Burgers, Inc."	RRGB	08/15/2005	05-CV-01563	11/08/2004	08/11/2005	5812	Services	Restaurants	United States		10th	D. Colorado	Hon. Edward W. Nottingham	NASDAQ	Public (Listed)	CASE SETTLED	1500000
103576			"Anthem, Inc. (n/k/a WellPoint, Inc.)"		08/16/2005	05-CV-02004	08/17/2001	01/31/2002	6324	Financial	Insurance (Accident & Health)	United States	United States	6th	N.D. Ohio	Hon. Dan Aaron Polster	Privately Traded	Privately Held	CASE SETTLED	90000000
103499			"Symbol Technologies, Inc."	SBL	08/16/2005	05-CV-03923	05/10/2004	08/01/2005	3577	Technology	Computer Peripherals	United States	United States	2nd	E.D. New York	Hon. Denis R. Hurley	New York SE	Public (Listed)	CASE DISMISSED	0
103501			ATI Technologies Inc.	ATYT	08/18/2005	05-CV-04414	10/07/2004	06/23/2005	3575	Technology	Semiconductors	Canada	Canada	3rd	E.D. Pennsylvania	Hon. Thomas N. O'Neill Jr.	NASDAQ	Public (Listed)	CASE DISMISSED	0
103500			"Isolagen, Inc."	ILE	08/18/2005	05-CV-02887	03/03/2004	08/01/2005	2834	Healthcare	Biotechnology & Drugs	United States	United States	5th	S.D. Texas	Hon. Nancy F. Atlas	American SE	Public (Listed)	CASE SETTLED	4425000
103502			Mercury Interactive Corporation	MERQ	08/19/2005	05-CV-03395	10/22/2003	07/05/2005	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Jeremy Fogel	NASDAQ	Public (Listed)	CASE SETTLED	117500000
103503			"World Health Alternatives, Inc."	WHAI	08/24/2005	05-CV-01194	10/07/2003	08/18/2005	7363	Services	Business Services	United States		3rd	W.D. Pennsylvania	Hon. Thomas M. Hardiman	OTC-BB	Public (Listed)	CASE SETTLED	2700000
103719			"Smith Barney Fund Management, LLC : Smith Barney Family of Funds"		08/26/2005	05-CV-07583	08/26/2000	08/26/2005		Financial	Money Center Banks	United States	United States	2nd	S.D. New York	Hon. William H. Pauley III	Undetermined	Unknown	CASE SETTLED	4950000
103505			"Immucor, Inc."	BLUD	08/31/2005	05-CV-02276	01/07/2005	08/29/2005	2835	Healthcare	Medical Equipment & Supplies	United States		11th	N.D. Georgia	"Hon. William S. Duffey, Jr."	NASDAQ	Public (Listed)	CASE SETTLED	2500000
103506			Abercrombie & Fitch Company	ANF	09/02/2005	05-CV-00819	06/02/2005	08/16/2005	5651	Services	Retail (Apparel)	United States	United States	6th	S.D. Ohio	Hon. Terence P. Kemp	New York SE	Public (Listed)	CASE SETTLED	12000000
103507			"Arbinet-Thexchange, Inc."	ARBX	09/02/2005	05-CV-04404	12/16/2004	06/21/2005	7389	Services	Business Services	United States		3rd	D. New Jersey	Hon. Ronald J. Hedges	NASDAQ	Public (Listed)	CASE DISMISSED	0
103508			TXU Corporation	TXU	09/06/2005	05-CV-01784	09/15/2004	10/13/2004	4911	Utilities	Electric Utilities	United States	United States	5th	N.D. Texas	Hon. A. Joe Fish	New York SE	Public (Listed)	CASE DISMISSED	0
103509			"DHB Industries, Inc."	DHB	09/09/2005	05-CV-4296	04/21/2004	08/29/2005	3842	Services	Security Systems & Services	United States	United States	2nd	E.D. New York	Hon. Joanna Seybert	American SE	Public (Listed)	CASE SETTLED	51301272
103510			"Hutchinson Technology, Inc."	HTCH	09/09/2005	05-CV-2095	10/04/2004	08/29/2005	3679	Technology	Computer Storage Devices	United States	United States	8th	D. Minnesota	Hon. Michael J. Davis	NASDAQ	Public (Listed)	CASE DISMISSED	0
103511			General Motors Corporation	GM	09/19/2005	05-CV-8088	02/25/2002	03/16/2005	3711	Consumer Cyclical	Auto & Truck Manufacturers	United States	United States	2nd	S.D. New York	Hon. Richard M. Berman	New York SE	Public (Listed)	CASE SETTLED	303000000
103512			Boston Scientific Corporation	BSX	09/21/2005	05-CV-11912	03/31/2003	08/23/2005	3841	Healthcare	Medical Equipment & Supplies	United States	United States	1st	D. Massachusetts	Hon. Joseph L. Tauro	New York SE	Public (Listed)	CASE DISMISSED	0
103513			"Spectrum Brands, Inc."	SPC	09/26/2005	05-CV-2494	01/04/2005	09/06/2005	3690	Technology	Electronic Instruments & Controls	United States		11th	N.D. Georgia	Hon. William S. Duffey Jr.	New York SE	Public (Listed)	CASE DISMISSED	0
103515			AMERIGROUP Corporation	AGP	10/03/2005	05-CV-00578	04/27/2005	09/28/2005	6324	Financial	Insurance (Accident & Health)	United States		4th	E.D. Virginia	"Hon. Henry C. Morgan, Jr."	New York SE	Public (Listed)	CASE SETTLED	5000000
103544			Bayou Hedge Fund Entities : Bayou Hedge Funds		10/04/2005	05-CV-8532	12/31/1996	08/25/2005		Financial	Consumer Financial Services	United States	United States	2nd	S.D. New York	Hon. Colleen McMahon	Privately Traded	Privately Held	CASE DISMISSED	0
103517			Dana Corporation	DCN	10/05/2005	05-CV-07388	03/23/2005	09/14/2005	3714	Consumer Cyclical	Auto & Truck Parts	United States	United States	6th	N.D. Ohio	Hon. James G. Carr	New York SE	Public (Listed)	CASE ONGOING	0
103518			"Tempur-Pedic International, Inc."	TPX	10/07/2005	05-CV-00410	04/22/2005	09/19/2005	2510	Consumer Cyclical	Furniture & Fixtures	United States	United States	6th	E.D. Kentucky	Hon. Karl S. Forester	New York SE	Public (Listed)	CASE DISMISSED	0
103523			Andrx Corporation	ADRX	10/11/2005	05-CV-61640	03/09/2005	09/05/2005	2834	Healthcare	Biotechnology & Drugs	United States	United States	11th	S.D. Florida	Hon. William P. Dimitrouleas	NASDAQ	Public (Listed)	CASE SETTLED	8000000
103522			"Barrier Therapeutics, Inc."	BTRX	10/11/2005	05-CV-04926	04/29/2004	06/29/2005	2834	Healthcare	Biotechnology & Drugs	United States	United States	3rd	D. New Jersey	Hon. Mary L. Cooper	NASDAQ	Public (Listed)	CASE DISMISSED	0
103525			"Lernout & Hauspie Speech Products, N.V."	LHSP	10/11/2005	05-CV-12058	04/28/1998	11/08/2000	7372	Technology	Software & Programming	United States	Belgium	1st	D. Massachusetts	Hon. Patti B. Saris	NASDAQ	Public (Listed)	CASE DISMISSED	0
103521			"Lipman Electronic Engineering, Ltd."	LPMA	10/11/2005	05-CV-04788	10/04/2004	09/27/2005	3578	Technology	Office Equipment	Israel		2nd	E.D. New York	Hon. John Gleeson	NASDAQ	Public (Listed)	CASE DISMISSED	0
103520			"Refco, Inc."	RFX	10/11/2005	05-CV-8626	08/11/2005	10/07/2005	6200	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Gerard E. Lynch	New York SE	Public (Listed)	CASE SETTLED	363800000
103524			"Tag-It Pacific, Inc."	TAG	10/12/2005	05-CV-7352	11/14/2003	08/12/2005	5130	Consumer Cyclical	Apparel/Accessories	United States	United States	9th	C.D. California	Hon. Manuel L. Real	American SE	Public (Listed)	CASE SETTLED	5750000
103527			Pixar	PIXR	10/21/2005	05-CV-04290	01/18/2005	06/30/2005	7812	Services	Motion Pictures	United States	United States	9th	N.D. California	Hon. Jeffrey S. White	NASDAQ	Public (Listed)	CASE DISMISSED	0
103529			"Motive, Inc."	MOTV	11/01/2005	05-CV-00923	07/11/2005	10/26/2005	7372	Technology	Software & Programming	United States	United States	5th	W.D. Texas	Hon. Lee Yeakel	NASDAQ	Public (Listed)	CASE SETTLED	9500000
103530			First BanCorp	FBP	11/02/2005	05-CV-09379	10/20/2003	08/25/2005	6022	Financial	Regional Banks	Puerto Rico	Puerto Rico	2nd	S.D. New York	Hon. Jed S. Rakoff	New York SE	Public (Listed)	CASE SETTLED	74250000
103531			Guidant Corporation	GDT	11/03/2005	05-CV-01658	12/15/2004	11/03/2005	3841	Healthcare	Medical Equipment & Supplies	United States		7th	S.D. Indiana	Hon. Sarah Evans Barker	New York SE	Public (Listed)	CASE DISMISSED	0
103536			Wells Fargo & Company : Wells Fargo Family of Mutual Funds	NWBEX	11/04/2005	05-CV-04518	06/30/2000	06/08/2005	6021	Financial	Money Center Banks	United States	United States	9th	N.D. California	Hon. William H. Alsup	NASDAQ	Public (Listed)	CASE SETTLED	1150000
103533			"HCA, Inc."	HCA	11/08/2005	05-CV-00960	01/12/2005	07/12/2005	8062	Healthcare	Healthcare Facilities	United States	United States	6th	M.D. Tennessee	Hon. William J. Haynes	New York SE	Public (Listed)	CASE SETTLED	20000000
103532			Pegasus Communications Corporation	PGTV	11/08/2005	05-CV-5868	11/10/2000	06/02/2004	4833	Services	Broadcasting & Cable TV	United States	United States	3rd	E.D. Pennsylvania	Hon. Anita B. Brody	NASDAQ	Public (Listed)	CASE SETTLED	2950000
103534			"Blockbuster, Inc."	BBI	11/10/2005	05-CV-2213	09/08/2004	08/09/2005	7841	Services	Recreational Activities	United States	United States	5th	N.D. Texas	Hon. David C. Godbey	New York SE	Public (Listed)	CASE DISMISSED	0
103539			"Helen of Troy, Ltd."	HELE	11/15/2005	05-CV-0431	10/12/2004	10/10/2005	3634	Consumer Cyclical	Appliance & Tool	United States	Bermuda	5th	W.D. Texas	Hon. David Briones	NASDAQ	Public (Listed)	CASE SETTLED	4500000
103537			Interlink Electronics Inc.	LINK	11/15/2005	05-CV-08133	04/24/2003	11/01/2005	3577	Technology	Computer Peripherals	United States	United States	9th	C.D. California	Hon. George P. Schiavelli	NASDAQ	Public (Listed)	CASE SETTLED	5000000
103538			Great Wolf Resorts Inc.	WOLF	11/21/2005	05-CV-0687	12/14/2004	07/28/2005	7011	Services	Hotels & Motels	United States		7th	W.D. Wisconsin	Hon. John C. Shabaz	NASDAQ	Public (Listed)	CASE DISMISSED	0
103541			"HydroFlo, Inc."	HYRF.OB	11/22/2005	05-CV-152	07/18/2005	10/26/2005	2890	Basic Materials	Chemical Manufacturing	United States	United States	4th	E.D. North Carolina	Hon. James C. Fox	OTC-BB	Public (Listed)	CASE SETTLED	425000
103540			Universal American Financial Corporation	UHCO	11/22/2005	05-CV-9883	02/16/2005	10/28/2005	6311	Financial	Insurance (Life)	United States		2nd	S.D. New York	Hon. John F. Keenan	NASDAQ	Public (Listed)	CASE DISMISSED	0
103547			"Capitol Bancorp, Limited"	CBC	11/23/2005	05-CV-04800	06/30/2005	11/23/2005	6021	Financial	Regional Banks	United States	United States	9th	N.D. California	Hon. Martin J. Jenkins	New York SE	Public (Listed)	CASE DISMISSED	0
103549			Mikohn Gaming Corporation (d/b/a Progressive Gaming International Corporation)	PGIC	11/28/2005	05-CV-01410	02/22/2005	10/19/2005	3990	Services	Casinos & Gaming	United States	United States	9th	D. Nevada	Hon. Philip M. Pro	NASDAQ	Public (Listed)	CASE SETTLED	2800000
103548			"Automatic Data Processing, Inc. (ADP) : Fidelity Advisor Mutual Funds"		11/30/2005	05-CV-01205	11/24/1998	01/15/2004	7374	Technology	Computer Services	United States	United States	8th	W.D. Missouri	Hon. Gary A. Fenner	Undetermined	Unknown	CASE DISMISSED	0
103546			Stone Energy Corporation	SGY	11/30/2005	05-CV-02049	06/17/2005	10/06/2005	1311	Energy	Oil & Gas Operations	United States	United States	5th	W.D. Louisiana	Hon. Mildred E. Methvin	New York SE	Public (Listed)	CASE SETTLED	10500000
103550			"Ciphergen Biosystems, Inc."	CIPHE	12/05/2005	05-CV-04997	08/08/2005	11/16/2005	3826	Technology	Scientific & Technical Instr.	United States		9th	N.D. California	Hon. Marilyn Hall Patel	NASDAQ	Public (Listed)	CASE DISMISSED	0
103552			EVCI Career Colleges Holding Corporation	EVCI	12/06/2005	05-CV-10240	11/14/2003	10/19/2005	8200	Services	Schools	United States		2nd	S.D. New York	Hon. Colleen McMahon	NASDAQ	Public (Listed)	CASE SETTLED	7725000
103551			"FARO Technologies, Inc."	FARO	12/06/2005	05-CV-01810	05/06/2004	11/03/2005	3829	Technology	Scientific & Technical Instr.	United States	United States	11th	M.D. Florida	Hon. Anne C. Conway	NASDAQ	Public (Listed)	CASE SETTLED	6875000
103553			Diebold Inc.	DBD	12/13/2005	05-CV-2873	10/22/2003	09/21/2005	3578	Technology	Office Equipment	United States	United States	6th	N.D. Ohio	Hon. Peter C. Economus	New York SE	Public (Listed)	CASE DISMISSED	0
103558			Bio-One Corporation	BICO	12/16/2005	05-CV-1859	02/04/2004	05/09/2005	2833	Healthcare	Biotechnology & Drugs	United States		11th	M.D. Florida	Hon. Anne C. Conway	OTC-BB	Public (Listed)	CASE SETTLED	375000
103554			Nash Finch Company	NAFC	12/19/2005	05-CV-2934	02/24/2005	10/20/2005	5140	Services	Business Services	United States	United States	8th	D. Minnesota	Hon. Ann D. Montgomery	NASDAQ	Public (Listed)	CASE SETTLED	6750000
103556			Northwest Airlines Corporation	NWAC	12/20/2005	05-CV-10653	04/21/2005	09/14/2005	4512	Transportation	Airline	United States		2nd	S.D. New York	Hon. Richard J. Holwell	NASDAQ	Public (Listed)	CASE DISMISSED	0
103559			"SeraCare Life Sciences, Inc."	SRLS	12/22/2005	05-CV-02335	05/03/2005	12/19/2005	2835	Healthcare	Medical Equipment & Supplies	United States	United States	9th	S.D. California	Hon. Marilyn L. Huff	NASDAQ	Public (Listed)	CASE SETTLED	3000000
103560			SFBC International Inc.	SFCC	12/30/2005	05-CV-23370	02/17/2004	12/15/2005	8731	Healthcare	Biotechnology & Drugs	United States		11th	S.D. Florida	Hon. Paul C. Huck	NASDAQ	Public (Listed)	CASE SETTLED	28500000
103562			"Impac Mortgage Holdings, Inc."	IMH	01/10/2006	06-CV-00031	05/13/2005	08/09/2005	6798	Services	Real Estate Operations	United States	United States	9th	C.D. California	Hon. Cormac J. Carney	New York SE	Public (Listed)	CASE DISMISSED	0
103689			General Motors Corporation : General Motors Acceptance Corporation SmartNotes		01/13/2006	06-CV-10201	09/30/2003	03/16/2005	3711	Consumer Cyclical	Auto & Truck Manufacturers	United States	United States	6th	E.D. Michigan	Hon. Nancy G. Edmunds	Undetermined	Unknown	CASE DISMISSED	0
